"Date","Open","High","Low","Close","Volume","Adjusted"
2025-12-01,53.0699996948242,53.4000015258789,52.8400001525879,52.8899993896484,29296300,52.4362487792969
2025-12-02,52.9900016784668,53.1399993896484,52.6399993896484,52.8400001525879,29771500,52.3866767883301
2025-12-03,52.939998626709,53.5999984741211,52.8800010681152,53.5499992370605,32018000,53.0905876159668
2025-12-04,53.5900001525879,53.9099998474121,53.4700012207031,53.6599998474121,33678700,53.1996459960938
2025-12-05,53.5400009155273,53.9300003051758,53.4500007629395,53.6800003051758,28532300,53.2194709777832
2025-12-08,53.7000007629395,53.7099990844727,53.2799987792969,53.4799995422363,31164200,53.0211868286133
2025-12-09,53.5,53.9500007629395,53.25,53.2799987792969,46335400,52.8229026794434
2025-12-10,53.2799987792969,54.0800018310547,53.2099990844727,53.8899993896484,45437500,53.4276695251465
2025-12-11,53.9599990844727,54.9799995422363,53.9300003051758,54.8699989318848,51786500,54.3992614746094
2025-12-12,55.1599998474121,55.2099990844727,54.7099990844727,54.9500007629395,64428900,54.4785766601562
2025-12-15,55.1800003051758,55.310001373291,54.8199996948242,54.9900016784668,35356800,54.5182342529297
2025-12-16,55.0400009155273,55.1599998474121,54.4799995422363,54.6399993896484,37342300,54.1712341308594
2025-12-17,54.7999992370605,55.0699996948242,54.5800018310547,54.6300010681152,41112400,54.1613235473633
2025-12-18,54.7700004577637,55.0200004577637,54.3600006103516,54.5400009155273,35021600,54.072093963623
2025-12-19,54.560001373291,55.0200004577637,54.560001373291,54.8400001525879,46595300,54.3695182800293
2025-12-22,54.75,55.439998626709,54.7400016784668,55.3199996948242,37987800,55.0370903015137
2025-12-23,55.310001373291,55.560001373291,55.310001373291,55.4300003051758,24732900,55.1465263366699
2025-12-24,55.5099983215332,55.8899993896484,55.4099998474121,55.7299995422363,15685800,55.4449920654297
2025-12-26,55.7099990844727,55.7999992370605,55.439998626709,55.6199989318848,20410100,55.3355522155762
2025-12-29,55.5900001525879,55.6800003051758,55.2599983215332,55.3199996948242,34223800,55.0370903015137
2025-12-30,55.4000015258789,55.4000015258789,55.1399993896484,55.1800003051758,16160900,54.8978042602539
2025-12-31,55.2200012207031,55.2599983215332,54.75,54.7700004577637,22996200,54.4899024963379
2026-01-02,54.8300018310547,55,54.3400001525879,54.9300003051758,36087100,54.6490821838379
2026-01-05,54.8199996948242,56.5099983215332,54.8199996948242,56.1300010681152,58044100,55.8429489135742
2026-01-06,56.0400009155273,56.5200004577637,55.9900016784668,56.4000015258789,38950800,56.1115684509277
2026-01-07,56.2299995422363,56.3400001525879,55.5400009155273,55.6100006103516,44720900,55.3256072998047
2026-01-08,55.4500007629395,56.25,55.4099998474121,55.9000015258789,35358300,55.6141242980957
2026-01-09,55.9799995422363,56.1599998474121,55.7200012207031,55.7299995422363,29544900,55.4449920654297
2026-01-12,55.0299987792969,55.3600006103516,54.8400001525879,55.2900009155273,42021600,55.0072441101074
2026-01-13,55.1500015258789,55.2299995422363,54.1500015258789,54.2299995422363,77045100,53.9526634216309
2026-01-14,54.0499992370605,54.1800003051758,53.689998626709,54.1500015258789,59754600,53.8730735778809
2026-01-15,54.2200012207031,54.7000007629395,54.2099990844727,54.3699989318848,48490800,54.0919456481934
2026-01-16,54.3699989318848,54.7599983215332,54.2900009155273,54.439998626709,44363200,54.1615867614746
2026-01-20,53.6100006103516,54.1100006103516,53.0999984741211,53.2000007629395,57030800,52.9279327392578
2026-01-21,53.3699989318848,53.8300018310547,53.2400016784668,53.4599990844727,49360300,53.1865997314453
2026-01-22,53.6500015258789,54.0499992370605,53.6399993896484,53.810001373291,46919300,53.5348129272461
2026-01-23,53.4900016784668,53.5099983215332,52.8800010681152,53.0699996948242,47057500,52.7985954284668
2026-01-26,53.0999984741211,53.5499992370605,53.0900001525879,53.4099998474121,31072700,53.1368560791016
2026-01-27,53.3199996948242,53.4300003051758,52.8400001525879,53,38633700,52.7289543151855
2026-01-28,52.9300003051758,53.2099990844727,52.7599983215332,52.9900016784668,45450800,52.7190055847168
2026-01-29,53.3199996948242,53.6300010681152,52.9900016784668,53.5499992370605,51975400,53.2761421203613
2026-01-30,53.3800010681152,53.6599998474121,53.0200004577637,53.439998626709,42767000,53.1667022705078
2026-02-02,53.4500007629395,54.0900001525879,53.2000007629395,54.0299987792969,48031500,53.7536849975586
2026-02-03,53.7200012207031,54.1699981689453,53.1599998474121,53.5299987792969,66887100,53.2562408447266
2026-02-04,53.5099983215332,54.1800003051758,53.4000015258789,53.9599990844727,59506400,53.6840438842773
2026-02-05,53.939998626709,54.060001373291,53.1800003051758,53.2900009155273,64475000,53.0174713134766
2026-02-06,53.8300018310547,54.3499984741211,53.8300018310547,54.2599983215332,53073800,53.9825096130371
2026-02-09,54.0800018310547,54.3899993896484,53.9000015258789,53.939998626709,31699900,53.6641464233398
2026-02-10,53.7000007629395,54.2599983215332,53.1199989318848,53.5499992370605,57920800,53.2761421203613
2026-02-11,53.6699981689453,53.9300003051758,52.689998626709,52.7400016784668,60339900,52.4702835083008
2026-02-12,52.9000015258789,53.1100006103516,51.4300003051758,51.689998626709,94645100,51.425651550293
2026-02-13,51.5499992370605,51.9300003051758,51.25,51.6500015258789,56449300,51.3858604431152
2026-02-17,51.8199996948242,52.4099998474121,51.8199996948242,52.2000007629395,54064700,51.9330444335938
2026-02-18,52.3499984741211,52.7799987792969,52.2799987792969,52.5900001525879,45224000,52.3210525512695
2026-02-19,52.1399993896484,52.3800010681152,51.7400016784668,52.1500015258789,47344400,51.88330078125
2026-02-20,52.0400009155273,52.5,51.7200012207031,52.4900016784668,52934100,52.221565246582
2026-02-23,52.189998626709,52.4700012207031,50.6399993896484,50.7299995422363,94600400,50.4705619812012
2026-02-24,50.4500007629395,51.1800003051758,50.2400016784668,50.9799995422363,64114100,50.7192840576172
2026-02-25,51.2400016784668,51.8899993896484,51.1699981689453,51.8699989318848,47652800,51.6047325134277
2026-02-26,52.0699996948242,52.6599998474121,51.9799995422363,52.5,60884300,52.2315101623535
2026-02-27,51.8800010681152,52.060001373291,51.0099983215332,51.4300003051758,81998700,51.1669845581055
2026-03-02,50.6100006103516,51.6300010681152,50.4599990844727,51.2999992370605,70107200,51.0376472473145
2026-03-03,50.2900009155273,51.5499992370605,50.0800018310547,51.2099990844727,94738700,50.9481086730957
2026-03-04,51.3300018310547,51.6500015258789,51.0800018310547,51.5,51472400,51.2366256713867
2026-03-05,51.2400016784668,51.8199996948242,50.9099998474121,51.2299995422363,58430700,50.9680061340332
2026-03-06,50.439998626709,50.6199989318848,49.75,50.5699996948242,75632700,50.3113822937012
2026-03-09,49.9199981689453,50.5200004577637,49.1800003051758,50.3300018310547,78178700,50.0726089477539
2026-03-10,50.3300018310547,50.689998626709,49.75,50.060001373291,70834200,49.8039894104004
2026-03-11,49.9799995422363,50.1199989318848,49.2200012207031,49.6399993896484,56301200,49.3861351013184
2026-03-12,48.9799995422363,49.2200012207031,48.7900009155273,48.8300018310547,67871700,48.5802803039551
2026-03-13,49.1100006103516,49.4599990844727,48.8499984741211,48.8899993896484,47595200,48.6399726867676
2026-03-16,49.25,49.75,49.1100006103516,49.2999992370605,45720100,49.0478744506836
2026-03-17,49.7000007629395,50.189998626709,49.5099983215332,49.560001373291,46974000,49.3065490722656
2026-03-18,49.3699989318848,49.7099990844727,48.9199981689453,48.9700012207031,49239100,48.7195663452148
2026-03-19,48.7700004577637,49.1800003051758,48.5200004577637,48.9900016784668,58374000,48.7394638061523
2026-03-20,48.9599990844727,49.3400001525879,48.7900009155273,49.0800018310547,82914000,48.8290023803711
2026-03-23,49.7000007629395,49.8600006103516,49.2200012207031,49.2700004577637,81044800,49.2700004577637
2026-03-24,48.7999992370605,49.5900001525879,48.7799987792969,49.2799987792969,43296400,49.2799987792969
2026-03-25,49.5900001525879,49.9500007629395,48.9900016784668,49.3400001525879,40438800,49.3400001525879
2026-03-26,49.1100006103516,49.4900016784668,48.8800010681152,49.0499992370605,45035700,49.0499992370605
2026-03-27,48.7900009155273,48.8400001525879,47.6699981689453,47.810001373291,64823900,47.810001373291
2026-03-30,48.2299995422363,48.7200012207031,48.0900001525879,48.3600006103516,58128900,48.3600006103516
2026-03-31,48.9199981689453,49.4599990844727,48.5099983215332,49.3699989318848,85361900,49.3699989318848
2026-04-01,49.7999992370605,49.8499984741211,49.1399993896484,49.439998626709,61558300,49.439998626709
